1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	64
3	J	64
2	E	68
1	J	68
1	R	68
4	N	69
4	J	69
1	W	69
3	R	69
3	W	75
4	R	75
5	N	107
5	J	107
4	W	107
5	R	107
4	J	109
5	E	110
4	R	110
4	W	115
0	R	115
4	J	2158
4	R	2158
4	W	2158
0	R	2159
4	J	2352
4	R	2352
4	W	2352
0	R	2352
4	J	2504
4	R	2504
4	W	2504
0	R	2504
4	J	2715
4	R	2715
4	W	2715
0	R	2715
4	J	2920
4	R	2920
4	W	2921
0	R	2921
4	J	3064
4	R	3064
4	W	3064
0	R	3064
3	J	3074
3	R	3074
3	W	3074
0	R	3074
4	J	3526
4	R	3526
4	W	3527
0	R	3527
4	J	3653
4	R	3653
4	W	3653
0	R	3653
4	J	4334
4	R	4334
4	W	4334
0	R	4334
4	J	4449
4	R	4449
4	W	4449
0	R	4449
4	J	4560
4	R	4560
4	W	4560
0	R	4560
4	J	4628
4	R	4628
4	W	4628
0	R	4628
4	J	4754
4	R	4754
4	W	4759
0	R	4760
4	J	5141
4	R	5141
4	W	5141
0	R	5141
4	J	5598
4	R	5598
6	N	5599
6	J	5599
4	W	5599
6	R	5600
7	N	5601
7	J	5602
8	N	5602
8	J	5602
9	N	5602
9	J	5603
10	N	5603
10	J	5604
11	N	5604
11	J	5604
12	N	5604
12	J	5605
13	N	5605
13	J	5606
14	N	5606
14	J	5606
15	N	5606
15	J	5607
6	J	5607
15	R	5607
15	W	5607
14	R	5607
14	W	5607
13	R	5607
13	W	5608
12	R	5608
12	W	5608
11	R	5608
11	W	5608
10	R	5608
10	W	5608
9	R	5608
9	W	5608
8	R	5608
8	W	5608
7	R	5608
7	W	5608
6	R	5608
16	N	5608
16	J	5609
17	N	5609
17	J	5609
18	N	5610
18	J	5610
19	N	5610
19	J	5611
20	N	5611
20	J	5611
21	N	5612
21	J	5612
22	N	5612
22	J	5613
23	N	5613
23	J	5613
24	N	5614
24	J	5614
25	N	5614
25	J	5615
6	J	5615
25	R	5615
25	W	5615
24	R	5615
24	W	5615
23	R	5615
23	W	5615
22	R	5615
22	W	5615
21	R	5615
21	W	5615
20	R	5615
20	W	5615
19	R	5616
19	W	5616
18	R	5616
18	W	5616
17	R	5616
17	W	5616
16	R	5616
16	W	5616
6	R	5616
26	N	5616
26	J	5617
27	N	5617
27	J	5617
28	N	5617
28	J	5618
29	N	5618
29	J	5619
30	N	5619
30	J	5619
31	N	5619
31	J	5620
32	N	5620
32	J	5621
33	N	5621
33	J	5621
34	N	5621
34	J	5622
35	N	5622
35	J	5623
6	J	5623
35	R	5623
35	W	5623
34	R	5623
34	W	5623
33	R	5623
33	W	5623
32	R	5623
32	W	5623
31	R	5623
31	W	5623
30	R	5623
30	W	5623
29	R	5623
29	W	5623
28	R	5623
28	W	5623
27	R	5624
27	W	5624
26	R	5624
26	W	5624
6	R	5624
36	N	5624
36	J	5624
37	N	5625
37	J	5625
38	N	5625
38	J	5626
39	N	5626
39	J	5627
40	N	5627
40	J	5627
41	N	5627
41	J	5628
42	N	5628
42	J	5629
43	N	5629
43	J	5629
44	N	5629
44	J	5630
45	N	5630
45	J	5631
6	J	5631
45	R	5631
45	W	5631
44	R	5631
44	W	5631
43	R	5631
43	W	5631
42	R	5631
42	W	5631
41	R	5631
41	W	5631
40	R	5631
40	W	5631
39	R	5631
39	W	5631
38	R	5631
38	W	5632
37	R	5632
37	W	5632
36	R	5632
36	W	5632
6	R	5632
46	N	5632
46	J	5632
47	N	5633
47	J	5633
48	N	5633
48	J	5634
49	N	5634
49	J	5634
50	N	5635
50	J	5635
51	N	5635
51	J	5636
52	N	5636
52	J	5637
53	N	5637
53	J	5637
54	N	5637
54	J	5638
55	N	5638
