1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	64
3	J	64
2	E	68
1	J	68
1	R	68
4	N	68
4	J	69
1	W	69
3	R	69
3	W	75
4	R	75
5	N	106
5	J	107
4	W	107
5	R	107
4	J	109
5	E	110
4	R	110
4	W	115
0	R	115
4	J	2275
4	R	2275
4	W	2276
0	R	2276
4	J	2435
4	R	2435
4	W	2435
0	R	2435
4	J	2603
4	R	2603
4	W	2603
0	R	2603
4	J	2792
4	R	2792
4	W	2793
0	R	2793
3	J	3074
3	R	3074
3	W	3074
0	R	3074
4	J	3748
4	R	3748
4	W	3748
0	R	3748
4	J	3923
4	R	3923
4	W	3923
0	R	3923
4	J	3934
4	R	3934
4	W	3934
0	R	3934
4	J	4084
4	R	4084
4	W	4084
0	R	4084
4	J	4242
4	R	4242
4	W	4248
0	R	4248
4	J	4555
4	R	4555
4	W	4555
0	R	4555
4	J	4874
4	R	4874
6	N	4874
6	J	4875
4	J	4875
6	R	4875
7	N	4877
7	J	4877
8	N	4877
8	J	4878
9	N	4878
9	J	4879
10	N	4879
10	J	4879
11	N	4879
11	J	4880
12	N	4880
12	J	4881
13	N	4881
13	J	4881
14	N	4881
14	J	4882
15	N	4882
15	J	4883
16	N	4883
16	J	4883
17	N	4883
17	J	4884
18	N	4884
18	J	4885
19	N	4885
19	J	4885
20	N	4885
20	J	4886
21	N	4886
21	J	4887
22	N	4887
22	J	4887
23	N	4887
23	J	4888
24	N	4888
24	J	4889
25	N	4889
25	J	4889
26	N	4889
26	J	4890
6	J	4890
26	R	4890
26	W	4890
25	R	4890
25	W	4891
24	R	4891
24	W	4891
23	R	4891
23	W	4891
22	R	4891
22	W	4891
21	R	4891
21	W	4891
20	R	4891
20	W	4891
19	R	4891
19	W	4891
18	R	4891
18	W	4891
17	R	4891
17	W	4891
16	R	4891
16	W	4891
15	R	4891
15	W	4891
14	R	4892
14	W	4892
13	R	4892
13	W	4892
12	R	4892
12	W	4892
11	R	4892
11	W	4892
10	R	4892
10	W	4892
9	R	4892
9	W	4892
8	R	4892
8	W	4892
7	R	4892
7	W	4892
6	R	4892
27	N	4892
27	J	4893
28	N	4893
28	J	4894
29	N	4894
29	J	4894
30	N	4894
30	J	4895
31	N	4895
31	J	4896
32	N	4896
32	J	4896
33	N	4896
33	J	4897
34	N	4897
34	J	4898
35	N	4898
35	J	4898
36	N	4898
36	J	4899
37	N	4899
37	J	4900
38	N	4900
38	J	4900
39	N	4900
39	J	4901
40	N	4901
40	J	4902
41	N	4902
41	J	4902
42	N	4903
42	J	4903
43	N	4903
43	J	4904
44	N	4904
44	J	4904
45	N	4905
45	J	4905
46	N	4905
46	J	4906
47	N	4906
47	J	4906
48	N	4907
48	J	4907
6	J	4907
48	R	4907
48	W	4907
47	R	4907
47	W	4907
46	R	4907
46	W	4908
45	R	4908
45	W	4908
44	R	4908
44	W	4908
43	R	4908
43	W	4908
42	R	4908
42	W	4908
41	R	4908
41	W	4908
40	R	4908
40	W	4908
39	R	4908
39	W	4908
38	R	4908
38	W	4909
37	R	4909
37	W	4909
36	R	4909
36	W	4909
35	R	4909
35	W	4909
34	R	4909
34	W	4909
33	R	4909
33	W	4909
32	R	4909
32	W	4909
31	R	4909
31	W	4909
30	R	4909
30	W	4909
29	R	4909
29	W	4909
28	R	4910
28	W	4910
27	R	4910
27	W	4910
4	R	4910
4	W	4910
6	R	4910
49	N	4910
49	J	4911
50	N	4911
50	J	4911
51	N	4911
51	J	4912
52	N	4912
52	J	4913
53	N	4913
53	J	4913
54	N	4913
54	J	4914
55	N	4914
55	J	4915
56	N	4915
56	J	4915
6	W	4918
56	R	4918
56	W	4918
55	R	4919
55	W	4919
54	R	4919
54	W	4919
53	R	4919
53	W	4919
